ID,Name,Price,Location,Rating,Reviews,Type,Images,Pool,Gym,Spa
210,Hotel No 210,Rs 2500,Birgunj,3,"Bad: Extremely disappointed in Fremont Street. It used to be my favorite place to play/stay in Vegas but I will not be back. Very strange people just standing in the middle of the street. Cartoon characters, men in thongs and even one in an adult diaper! It's Hollywood Blvd on steroids! Thanks for the memories, Downtown Las Vegas. The Fremont Street Experience is one I do not wish to repeat!. Good: The hotel was very nice, much nicer than The Plaza next door.",junior suite room,Room2.jpg,YES,NO,NO
211,Hotel No 211,Rs 1500,Kathmandu,4,Bad: My room was near the ventilation system and there was a lot a noise coming from that. Good: Excelent location in the freemont Experience.,family room,Room4.jpg,NO,YES,YES
212,Hotel No 212,Rs 3500, Pokhara,2,Bad: There were a couple younger staff at the desk during mid day times that seemed bothered by questions. Good: Easy to park. The room was clean and cool. Valet staff was really nice. Steve the maintence man was amazing. I dropped my pearl earring down the bathroom sink. He took the time to take the loop of the drain and get my pearl earring back. I was grateful for his extra service and care.,junior suite room,Room7.jpg,NO,YES,YES
213,Hotel No 213,Rs 1500,Birgunj,4,Bad: Waitress didn't come around a lot even with tipping. The hotel was older and had some cosmetic problems. Good: Lots to around the property and decent food prices. The buffet was really good.,junior suite room,Room11.jpg,YES,YES,NO
214,Hotel No 214,Rs 1000,Birgunj,2,Bad: When we left there was a valet parking worker that made us put are luggage on the cart. But other than we had an awsome time there. Good: The location and the restaurants were great I enjoyed the buffet!,standard deluxe,Room7.jpg,NO,YES,NO
215,Hotel No 215,Rs 2500,Bharatpur,2,Bad: Rude staff. Cleaniness. Bed. Had to change rooms three times. I will never stay there again!. Good: Nothing,deluxe hotel room,Room4.jpg,NO,YES,YES
216,Hotel No 216,Rs 2500,Biratnagar,5,"Good: Good hotel at Fremont street. But do not expect something special. Relatively old rooms, no WIFI in the rooms, but the bed was comfortable, the staff was nice, and the Hotel is direct in the heart of Old Las Vegas.",family room,Room14.jpg,YES,YES,YES
217,Hotel No 217,Rs 3500,Lalitpur,2,"Bad: Pricey, but it was fathers day weekend. Good: Access to downtown",family room,Room14.jpg,YES,NO,YES
218,Hotel No 218,Rs 3000,Lalitpur,3,Bad: No pool. Good: Every thing was walking distance,standard room,Room9.jpg,YES,YES,NO
219,Hotel No 219,Rs 1500, Pokhara,3,"Bad: Dirty, tiny bathroom and no pool. Good: Prime rib meal deal at Roma's",standard room,Room15.jpg,NO,YES,YES
220,Hotel No 220,Rs 3500,Biratnagar,2,"Bad: A fridge in the room would be super nice. Good: The room was very clean, beds comfy and 3 pillows. Every one was friendly. Great valet staff.",junior suite room,Room4.jpg,NO,YES,YES
221,Hotel No 221,Rs 1000,Birgunj,3,Bad: The bar is a little on the expensive side. Drinks are very small for the price. The bartender we had was very slow and not very friendly. We waited about 10 minutes before we were served. It wasn't busy either. Good: Staff was very nice and helpful. The location of the hotel is very convenient.,deluxe hotel room,Room8.jpg,NO,YES,YES
222,Hotel No 222,Rs 1500,Bharatpur,2,"Bad: I loved everything. The parking, the restaurant ,the rooms and the the several acts that perform every night in the downtown area. Good: The people at the front desk were superb. They upgraded me to a real nice room.",luxury suite,Room4.jpg,NO,NO,YES
223,Hotel No 223,Rs 2500,Biratnagar,4,Bad: the noise fm the live bands when trying to sleep.,standard room,Room3.jpg,YES,YES,NO
224,Hotel No 224,Rs 3000,Bharatpur,5,Bad: Might need a little updating. Good: Conveniently located on Fremont,family room,Room10.jpg,NO,YES,YES
225,Hotel No 225,Rs 2500,Lalitpur,2,Bad: Better meal choices. Pool and fitness center on property. Good: Ease of conveniece to everything I needed,deluxe hotel room,Room3.jpg,NO,YES,NO
226,Hotel No 226,Rs 3000,Bharatpur,4,Bad: That I had to leave great place. Good: Everything very nice room food service,deluxe hotel room,Room6.jpg,NO,NO,NO
227,Hotel No 227,Rs 3500,Lalitpur,3,Bad: There is handicap parking for checking in but not close after checking in. Good: Everything was convenient and costs of the buffet were not bad. Prices in the restaurant were affordable.,standard room,Room12.jpg,NO,NO,YES
228,Hotel No 228,Rs 1500,Kathmandu,3,Bad: My money was stolen at the valet... room was dirty and had to get another then key card didn't work for new room. Manager did his best but I was disappointed. Good: Location,luxury suite,Room2.jpg,YES,NO,YES
229,Hotel No 229,Rs 2000,Kathmandu,4,"Good: The hotel is really beautiful! A little old, but clean and comfortable. The price is also good.",junior suite room,Room9.jpg,YES,NO,NO
230,Hotel No 230,Rs 1000,Biratnagar,3,"Bad: safe is too small for dslr camera or laptop. not acceptable. Good: good location, good food, good price",standard deluxe,Room12.jpg,NO,NO,YES
231,Hotel No 231,Rs 3500,Lalitpur,4,Bad: The bar tender in the Casino was not at all friendly or attentive. Good: very nice restored hotel. Excellent condition. Great atmosphere. A very nice place to stay in Downtown Las Vegas,family room,Room11.jpg,YES,NO,YES
232,Hotel No 232,Rs 2500,Birgunj,5,"Bad: rooms are dated, not as clean as I like. casino is crowded - too many machines.",family room,Room8.jpg,NO,YES,NO
233,Hotel No 233,Rs 2500,Lalitpur,4,"Bad: Not a thing. Good: The room was nice and clean, bed was very comfy. The restaurants were all great the Buffet was awesome.......... So much to do in the aera",standard deluxe,Room12.jpg,NO,YES,YES
234,Hotel No 234,Rs 2500,Bharatpur,2,Bad: Shower Tub clogged. Good: Convenient location. Reasonable food prices. Awesome selection of cuisine. Helpful staff!,standard room,Room13.jpg,NO,YES,NO
235,Hotel No 235,Rs 1000, Pokhara,3,Bad: Hassle checking in confirmation email lost by bookings or Fremont hotel had my email almost didn't use mine scary .,luxury suite,Room7.jpg,NO,YES,NO
236,Hotel No 236,Rs 1500,Biratnagar,3,Bad: Rude staff. Couldnt find our reservations waited 2 hrs to confirm eventhough prepaid..rooms not cleaned. Got smoking instead of non smoking. Will not be staying there anytime soon not. Good: Location,junior suite room,Room10.jpg,YES,YES,YES
237,Hotel No 237,Rs 2000,Kathmandu,3,"Bad: Room was a lot smaller than I expected, and seemed a bit rundown. Not to mention we were supposed to be on a floor that was nonsmoking. The floor smelled of a smoking lounge. Good: Location and staff were awesome. Had a great view of Freemont street from our room.",deluxe hotel room,Room10.jpg,YES,NO,NO
238,Hotel No 238,Rs 2000,Biratnagar,5,"Bad: wifi is chargeable. Good: location, casino was cheap, food is just in the hotel (buffet, donuts, etc)",standard room,Room3.jpg,NO,NO,YES
239,Hotel No 239,Rs 2000,Biratnagar,2,Bad: needs to be updated a bit forsure. Good: i like that they upgraded our room for one night the beds were very comfy and staff were great and we felt very safe after what happened,junior suite room,Room1.jpg,YES,NO,YES
240,Hotel No 240,Rs 2000,Lalitpur,5,"Bad: Only thing I would have changed is the climate control. It did not go anywhere near as high as I would like for it to go. Maybe it was just my room, but definitely could have been cooler. Good: Got more than what I expected from this hotel! They let me choose what floor I wanted to be on, which I've never gotten from anywhere else. Location is PRIME. Fremont Street is right outside their doors! The room is just like any other average hotel. It was very clean and comfortable. Michael Ovalles was very helpful in showing us around. He also helped us get our player cards and a complimentary deck of cards to enjoy our stay!",standard deluxe,Room15.jpg,YES,NO,NO
241,Hotel No 241,Rs 1500, Pokhara,5,Bad: The shower didnt drain. The pillows were horrible. My feet stuck to the carpet in the room. Good: Location,standard deluxe,Room15.jpg,YES,YES,NO
242,Hotel No 242,Rs 1500, Pokhara,2,"Bad: Seemed old, our ac didnt work. Good: Location",luxury suite,Room11.jpg,NO,YES,YES
243,Hotel No 243,Rs 3000,Birgunj,4,Bad: good. Good: yes,standard room,Room6.jpg,YES,NO,YES
244,Hotel No 244,Rs 3000,Biratnagar,3,Bad: Smoking. Good: Not crowded,standard room,Room6.jpg,NO,NO,YES
245,Hotel No 245,Rs 2500,Biratnagar,2,Bad: The ventilation system was not adequate for the building. Everything including room smelled like cigarette smoke. Good: restaurant,standard room,Room13.jpg,YES,YES,YES
246,Hotel No 246,Rs 1500,Lalitpur,2,Bad: The room was hot the ac didn't work . the beds looked like full beds had to put both together . other than that everything else was fine. Good: It was nice staying at the Fremont loved going out to the street to see everything happening all the bands playing never did that before .,standard deluxe,Room11.jpg,NO,NO,NO
247,Hotel No 247,Rs 2500,Lalitpur,2,Bad: Valet scrapped my car on the wall and no fridge in the room. Good: It was clean and close to everything!,family room,Room9.jpg,YES,YES,NO
248,Hotel No 248,Rs 2000,Lalitpur,2,Bad: Non smoking rooms smelt like smoke and just all the cigerate smoke throughout hotel. And room drains slow draining. Good: I liked the lanai restaurant and valet parking,luxury suite,Room7.jpg,YES,NO,YES
249,Hotel No 249,Rs 1000,Lalitpur,5,"Bad: The wait to enter the buffet was too long never got in the whole week.. When I went to the other restaraunt I was told I couldn't order certain items as they are for happy hour only so I left. They also did not have a pool or any alternative except travel 18 miles to their other facility and use their pool. They never even gave me a discount for lack of this facitilityor even notifying me as I made my reservation months in advance, I also did not like having to park outside of the parking garage only cause I was riding a motorcycle the parking garage was for cars only. I felt as though I was a second class citizen, no laundry facility service or machines . Good: The location was good and the staff especially the cleaning of my room was great.",junior suite room,Room1.jpg,NO,NO,YES
250,Hotel No 250,Rs 3000, Pokhara,4,Bad: Short staffed at the registration desk. Good: Great location and price was right,standard room,Room2.jpg,NO,YES,YES
251,Hotel No 251,Rs 2000,Kathmandu,5,"Bad: It's not the hotels fault, but the sirens on the street woke me up. Good: The best bed I've slept in besides the one at home! Enjoyed all the pillows! Even though the hotel is older, the room was fine! The bathroom was generous, with a good shower.",family room,Room14.jpg,YES,YES,NO
252,Hotel No 252,Rs 2500, Pokhara,3,"Bad: The cleanliness wasn't the best. One of our towels and bed sheets had red stains on them which the staff informed us was rust, and not blood....upon arrival the toilet wouldn't flush as well. We got stuck in a smoking room even though we didn't book a smoking room. The noise was unbearable, and when combined with the smoke just added up to disaster. Good: Close to the public transportation systems. In the middle of downtown Las Vegas.",standard deluxe,Room15.jpg,YES,NO,YES
253,Hotel No 253,Rs 1500,Biratnagar,5,Bad: No self parking.. had to reach down to flush toilet. Good: Location,luxury suite,Room13.jpg,YES,NO,NO
254,Hotel No 254,Rs 2000,Kathmandu,3,Bad: The bathroom was gross. The inside of the tub was peeling.The ceiling looks as if it had a previous flood upstairs. Good: The buffet was good.The location of the hotel was great.,deluxe hotel room,Room3.jpg,NO,NO,YES
255,Hotel No 255,Rs 1500,Bharatpur,4,Bad: We liked everything. Good: The beds were comfortable the rooms were clean,luxury suite,Room3.jpg,NO,YES,YES
256,Hotel No 256,Rs 3500,Biratnagar,5,"Good: The location was easily accessible to any downtown activities and the strip, we went to the pinball neon museum and the fremont street experience in one day. It was great",standard room,Room4.jpg,NO,YES,NO
257,Hotel No 257,Rs 3000,Biratnagar,2,"Bad: Old outdated rooms, even though its a classic hotel does not mean they dont have to put forth effort to modernize rooms. Good: Was right in Fremont street",family room,Room1.jpg,YES,YES,YES
258,Hotel No 258,Rs 2000, Pokhara,2,Bad: One of the things we did not like was the fact that we couldn't wake up to a cup of coffee in the morning without paying an arm and a leg for one. The other was that they should at least offer free coffee and beverages to their customers. Washington State casino have a coffee and soda machines for their customers to enjoy as they play. I also do not like the idea of casinos shoving resorts fees down a person throat when they know that the percentage of customers do not use the resorts. Good: I enjoyed the friendly staff.,standard deluxe,Room15.jpg,YES,YES,YES
259,Hotel No 259,Rs 2500,Bharatpur,2,Good: The hotel room was spacious and very comforting.....,luxury suite,Room6.jpg,YES,YES,NO
260,Hotel No 260,Rs 1500,Lalitpur,2,Bad: We hated the window were fake. Good: I liked the location the most,standard deluxe,Room3.jpg,NO,NO,NO
261,Hotel No 261,Rs 1000,Birgunj,5,"Bad: The room needs to be updated. The bathroom fixtures needs to be renovated. The layout of the room was a little a awkward, there needs to be better lighting and a vanity under the large mirror. The property itself could use use an update as well, it needs to be modernized. Good: It was close to all the activities on Fremont Street. I enjoyed being in the center of Downtown, everything was within walking distance.",standard deluxe,Room11.jpg,NO,YES,NO
262,Hotel No 262,Rs 3000,Biratnagar,3,Bad: The bed was too soft for my mate and we need more pillows. They were happy to provide the additional pillows. Good: The entire staff was very nice. The room was clean and we stayed on the north-side and did not hear any noise from Fremont Street.,junior suite room,Room4.jpg,YES,YES,NO
263,Hotel No 263,Rs 2500, Pokhara,5,"Bad: Street noise. Good: Decor, table games, dining",family room,Room15.jpg,NO,YES,NO
264,Hotel No 264,Rs 3000,Birgunj,4,"Bad: No wifi in the rooms in 2017. Good: Great location! Friendly staff and you can buy your breakfast in the casino. There is no free Wifi in the rooms, but you can enjoy free Wifi in the lobby. Room was spacious enough and linnens were clean. Room looked like it was recently updated and we enjoyed our stay.",family room,Room15.jpg,NO,NO,YES
265,Hotel No 265,Rs 2000, Pokhara,3,Bad: Nothing . Good: Really nice casino brew pub hotel rooms were massive and clean great location for fremount street and affordable drink and food prices easy to get to the strip using local transport,family room,Room12.jpg,NO,YES,NO
266,Hotel No 266,Rs 2500,Kathmandu,4,Bad: the entire atmosphere of being downtown Las Vegas. Good: Everything was very convenient to get to.,standard deluxe,Room15.jpg,NO,YES,NO
267,Hotel No 267,Rs 3500,Birgunj,5,Bad: That I couldn't stay longer because of work. Good: All the lights and the view,family room,Room5.jpg,NO,NO,NO
268,Hotel No 268,Rs 2500, Pokhara,3,"Bad: I guess the lack of facilities in the modern world. No pool, hot tub, gym. We got lost a few times walking down stairs, even went into their staff lounge and kitchen by accident. No free wifi anywhere! 10 a day per device.... Good: We loved being in the center of action and its great value. All the staff were very helpful.",deluxe hotel room,Room2.jpg,NO,YES,YES
269,Hotel No 269,Rs 1500,Kathmandu,2,"Bad: Beds were very hard and lumpy, rooms and hallways smelled of smoke and the AC cooled barely. Good: Ease of access to multiple things, great places to eat.",standard room,Room10.jpg,NO,NO,NO
270,Hotel No 270,Rs 1500,Bharatpur,2,Bad: Had some trouble regulating the water temperature in the shower. Good: The use of space was excellent and the room and the bed very comfortable.,family room,Room9.jpg,NO,NO,YES
271,Hotel No 271,Rs 3500,Birgunj,5,Good: Courteous and helpful staff! Excellent location. Close to prudential and shopping. Highly recommend,family room,Room4.jpg,YES,NO,YES
272,Hotel No 272,Rs 1500,Kathmandu,2,Bad: Breakfast was missing protein. Only bagels and donuts. Good: Location! Location! Location!,luxury suite,Room1.jpg,YES,NO,YES
273,Hotel No 273,Rs 1500,Biratnagar,3,Bad: The breakfast was minimal. The rooms were tiny. There wasn't a workout room. Good: The room location was at the back of the hotel and quiet.,luxury suite,Room9.jpg,NO,NO,YES
274,Hotel No 274,Rs 2000, Pokhara,2,"Bad: Rooms were pretty small, definitely not suited for a family but great for a couple. Good: Great location, Comfortable rooms, breakfast was good (beagles, cream cheese, donuts and coffee.)",luxury suite,Room4.jpg,YES,YES,NO
275,Hotel No 275,Rs 3000,Bharatpur,2,"Bad: Breakfast pretty modest but I could leave with that!. Good: Excellent location next to attractions, commercial area, everything. Friendly and helpful staff. The room was not big but well equipped. Good price for Boston which is an expensive city.",deluxe hotel room,Room9.jpg,NO,NO,NO
276,Hotel No 276,Rs 3000, Pokhara,5,"Bad: Very expensive hotel relative to services eg Breakfast is repetitive and very weighted to carbohydrates. No skimmed milk, only half and half. Lounge area a little jaded, perhaps Remember to add in the tax etc as this significantly adds to the cost of the hotel. Good: The location is central to a range of must-see sights",standard deluxe,Room12.jpg,YES,NO,NO
277,Hotel No 277,Rs 1000,Lalitpur,2,Bad: Room is on the small side. I was on one of the back rooms. There are no views and other buildings can see inside your room since windows are high. Breakfast is not attended and no hot option. Very narrow corridors. Good: The decor of the room is very modern and pleasing with sound equipment for those that want to listen to music with speakers on the wall. Floor of shower is non-slippery. Decor of the bathroom is also very nice. Location is outstanding with Copley subway station accross the street as well as bus stop. Restuarants and shops in Newbury Street one block away. Bagels and donuts in breakfast were fresh.,family room,Room15.jpg,YES,NO,YES
278,Hotel No 278,Rs 1500, Pokhara,3,"Bad: noisy room heater/AC unit. Good: location, small comfortable room.",standard deluxe,Room14.jpg,YES,YES,YES
279,Hotel No 279,Rs 3500,Kathmandu,5,"Good: Great location. Friendly, helpful staff. Good breakfast, nice to have a lounge to sit and read the newspapers provided. Stored luggage until we were ready to leave. Would stay again.",family room,Room10.jpg,NO,NO,YES
280,Hotel No 280,Rs 1500,Kathmandu,4,Bad: I didn't see that there was breakfast available at the hotel. Good: Location was amazing!!!! Room was a little tight for two but very nice,luxury suite,Room2.jpg,NO,YES,NO
281,Hotel No 281,Rs 2000, Pokhara,3,Bad: parking. Good: BREAKFAST AND THE BAR WERE REAL NICE........BARTENDER chris ..great guy,family room,Room13.jpg,NO,NO,NO
282,Hotel No 282,Rs 1500,Biratnagar,5,"Good: My wife and I stayed at the charlesmark for 4 days. The hotel staff was very friendly and accommodating. Room was a little small, but very clean and modern.",luxury suite,Room11.jpg,NO,YES,YES
283,Hotel No 283,Rs 2000,Biratnagar,5,Good: Location is fabulous. Got there very early and was able to check in! Room was clean and modern. Love this hotel!,standard room,Room14.jpg,NO,NO,NO
284,Hotel No 284,Rs 3000,Lalitpur,5,"Bad: One of the room maids kept forgetting to leave sufficient quantities of basic toiletries and the quality of bathroom cleaning could have been better. Good: Very friendly receptionist personnel, special thanks to Jesse! Nice view to the Library, added to the room booking for free. Plenty of varied places to eat out within a few mins walk from the hotel, catering for all choices.",junior suite room,Room11.jpg,YES,YES,NO
285,Hotel No 285,Rs 3500, Pokhara,3,Bad: Outlook from room. Good: Staff helpfulness Well designed use of limited space,luxury suite,Room15.jpg,YES,YES,NO
286,Hotel No 286,Rs 2000,Bharatpur,2,Bad: Maybe it was just my room but the fridge was kind of hard to reach. Good: I loved the room I was in. The hotel itself is gorgeous and the room was quite cozy. The location was perfect as well. I would definitely stay here again.,junior suite room,Room1.jpg,YES,YES,NO
287,Hotel No 287,Rs 2000,Birgunj,3,"Parking is available at a parking garage a few streets away if you use the one recommended by the hotel. The rate the hotel give you is not the lowest rate you can get, I parked at the same parking lot for less using a parking app. It is worth looking into this if you are driving. Secondly, make sure you try and get a room with a queen bed. The doubles are tiny and this was my only regret with staying at this hotel. The location of the property is excellent. Easy to get to from the freeway, and easy to walk to Boston Common, restaurants, bars and local tourist attractions. Staff were very helpful on arrival and during the stay. No expense was spared in the room in terms of technology (had hard wired speakers even in the bathroom). Not sure they are needed, but was a nice touch. Rooms were clean, bathrooms small but had everything you need and was nice to have a shower not standing over a bath for once.",deluxe hotel room,Room1.jpg,NO,NO,NO
288,Hotel No 288,Rs 1500,Lalitpur,3,"Bad: There was NOTHING we disliked! The room was small but that was to be expected and the two of us were very comfortable there. The room size and the narrow hallways gave the entire place the European feel... nothing wrong with that, right. Good: 1. Outstanding location! Close to the T, the airport shuttle, historic churches, Public Library (also an attraction in itself), Prudential SkyDeck, the amazing Newbury St. with all the shops and restaurants... I could go on and on. 2. Excellent staff - attentive, helpful, understanding, flexible... overall very pleasant without being over the top. 3. A small place that felt like home, without that big corporate hotel feel. 4. A good continental breakfast that never ran out of any items. 5. Free WiFi that ran very well. 6. Reliable cooling/heating system. 7. All the small details such as nice toiletry items, modern plumbing, detachable shower head, hairdryer, iron, a huge mirror... Thank you, CharlesMark! We hope to stay there again.",junior suite room,Room15.jpg,NO,YES,NO
289,Hotel No 289,Rs 1000, Pokhara,3,"Bad: Highly recommend. Good: Modern style, great location, super helpful staff, continental breakfast included, great value, clean",standard deluxe,Room5.jpg,NO,NO,YES
290,Hotel No 290,Rs 1000,Bharatpur,3,"Bad: staff r not helpful at all, room was really soooooo tiny even I booked large room, but the staff gave me two options,, if I want the large room I booked,,,, I have to go up a stair with my luggages, then down a stair again with my luggage to the basement, then walk through a hall way to reach my large room,,, or get a tiny one so I can use the elevator and make it easier for me to reach a room with all my luggages. really Bad experience,, I paid 200 a day for this SH,, I would Pay only 160 at Bellagio LAS VEGAS and get the best service in stars hotel,,,better than this hotel charlesMark. dont book this hotel Pals in case u have other options. Good: location",deluxe hotel room,Room8.jpg,YES,YES,NO
291,Hotel No 291,Rs 2500,Lalitpur,5,Bad: Size of room. Good: Leaving,standard room,Room8.jpg,NO,YES,NO
292,Hotel No 292,Rs 2500, Pokhara,2,"Bad: I don't really know why this hotel has such a high rating. It's decent, but definitely not worth 3* and 300+ I paid for the room. Nothing in particular, but just the entire feel and look of it was more in the 2*, 150-200 range. Also, there were some road works taking place just outside the hotel at 7AM that produced insufferable noise, so I wish I had known that before booking.",luxury suite,Room5.jpg,YES,YES,NO
293,Hotel No 293,Rs 2000,Biratnagar,3,"Bad: Nothing to dislike awesome stay. Good: Really liked the modern feel to the place ! Nice looking spot, so I kinda look like a bum when I travel so not to attract crime or Theves . And I usually travel around walking and exploring so I travel light aka bum looking ... the staff was very friendly to me . The room was awesome nice touches classical music playing after a shower and some music I was rejuvenated and went to the bar an had great conversation really a good memory to my trip I'd defiantly stay here again like the small hotel appeal . Great stay .",deluxe hotel room,Room6.jpg,YES,NO,NO
294,Hotel No 294,Rs 1500,Bharatpur,5,"Bad: Price did not fit the size of the room. It felt more like a cubicle. Good: The room was nice and clean, came with safe, and fridge.",junior suite room,Room5.jpg,NO,YES,NO
295,Hotel No 295,Rs 2500,Birgunj,3,Strange drainage smell when entering the reception area Loved the location and friendly staff,luxury suite,Room15.jpg,NO,NO,YES
296,Hotel No 296,Rs 2000,Lalitpur,3,Good: great location breakfast,standard deluxe,Room11.jpg,NO,YES,YES
297,Hotel No 297,Rs 1000,Birgunj,5,Good: The breakfast was good and the bedroom was comfortable.It was within walking distance of the freedom trail.There was also a shuttle bus to the airport within walking distance.,standard room,Room15.jpg,YES,NO,YES
298,Hotel No 298,Rs 2500,Birgunj,5,Bad: Walls are very thin - we could hear upstairs and next door neighbors. The breakfast was very basic. Good: The location was great. Easy access to T. Nice bathroom.,standard room,Room8.jpg,NO,NO,YES
299,Hotel No 299,Rs 2000,Bharatpur,3,"Bad: Tiny grim, room with a full size bed for my husband and myself which was way too small.If you opened the window ( onto an airshaft) the food smell from the neighboring restaurant were terrible. Good: the location",standard room,Room11.jpg,NO,NO,NO
300,Hotel No 300,Rs 3500,Lalitpur,2,Bad: The breakfast was good but there could've been more variety to it. Good: The location was amazing! I also liked the fact that the hotel was very cosy.,standard deluxe,Room8.jpg,NO,NO,YES
